News,Target
"
Says GOP U.S. Senate candidate Darryl Glenn ""wants to eliminate the Department of Education"" and jeopardize college funding for 320,000 Coloradans.
",1
"
""Hillary Clinton wants to shut down family farms"" using ""radical regulation,"" by raising business tax ""rates as high as nearly 50 percent"" and by taxing ""family farms again at death by as much as 45 percent.""
",0
"
""It has been 269 days since (Hillary) Clinton has held a press conference.""
",0
"
Both the Democratic and Republican candidates for president in 2016 are ""quite unpopular.""
",1
"
Milwaukee has ""the highest incarceration rate among African-American men in the country.""
 
",0
"
Lee Zeldin ""missed 2/3rds of Veterans Affairs Hearings""
",0
"
Says U.S. Rep. Bruce Poliquin voted to ""force seniors to pay more for prescription drugs.""
",0
"
""Inner-city crime is reaching record levels.""
",0
"
As the number of vaccines administered to children has increased in the United States, so has the autism rate.
 
",0
"
""Her campaign and her supporters in her campaign were the ones that borne out the birther movement.""
 
",0
"
""They were going to build the wall a while ago, not so long ago, like in '06. And they couldn't get environmental impact statements.""
",0
"
On drilling off the Atlantic coast
",0
"
""None of the polls being conducted right now have us on the top line. None of them. It's always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, we'd be at 20 percent.""
",0
"
Says Hillary Clinton ""voted to raise taxes on workers earning as little as $41,500.""
",0
"
As governor, Tim Kaine ""oversaw a huge increase in illegal immigration, a tremendous increase.""
",0
"
Says Hillary Clinton ""is the one that labeled African-American youth as ‘superpredators.’""
",0
"
Says ""Donald Trump himself contributed $100,000"" to the Clinton Foundation.
",0
"
""All of Texas is conservative, except a little bit of Austin.""
",0
"
Says there are ""concrete examples"" of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.
",1
"
""Parents and teachers are already worrying about what they call the ‘Trump Effect.’ They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslims and immigrants.""
",0
"
Says Hillary Clinton ""wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than they're paying now.""
",0
"
On job creation numbers in the latest Start-Up NY report: ""This is a significant number of overcounts in the compilation that I’ve looked at.""
",0
"

Says ""President Obama’s proposed oil tax would cost consumers 24 cents a gallon.""
 
",0
"
""Prop 56 cheats schools out of at least $600 million.""
",0
"
Says Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.""
",0
"
Chicago Public Schools ""lead the country in high school graduation of an urban school system,"" ""match the United States of America in kids graduating high school going on to a four-year college,"" and are ""producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains.""
",0
"
The Hollywood celebrities endorsing Hillary Clinton are ""in many cases celebrities that aren’t very hot anymore.""
",0
"
Says in Washington, D.C., Sen. Richard Burr ""took millions from special interests, went there and cashed in, voted to cut (his) own taxes and raise taxes on working folks.""
",0
"
""In Congress, (Cresent Hardy) voted to defund DACA.""
",0
"
""One third of all federal prisoners today are illegal immigrants.""
",0
"
""Since President Obama came into office, another 2 million Hispanics have joined the ranks of those in poverty. … The number of Hispanic children living in poverty increased by 15 percent in that short period of time.""
",0
"
""The fact is"" the Clinton Foundation has ""got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should.""
",0
"
""Hillary [Clinton] wants to raise taxes by over a trillion dollars.""
 ",0
"
Says Donald Trump’s ""Make America Great Again"" caps are ""made in China.""
",0
"
Says Hillary Clinton wants illegal immigrants ""collecting Social Security benefits.""
",0
"
Says Arizona congressional candidate Christine Jones ""called Hillary Clinton ‘a capable and respected leader,’ and an ‘effective’ secretary of state. ... Hillary Clinton effective? Christine Jones thinks so.""
",0
"
Says Hillary Clinton ""abided by the ethics agreement"" between the Clinton Foundation and the Obama administration.
",0
"
The Obama administration gave Iran ""$400 million in ransom payment cash.""
",0
"
Says Marco Rubio ""voted against the bipartisan Violence Against Women Act.""
",1
"
Says Scott Walker's ""listening sessions"" are ""invite-only and excluding the press.""
 
",1
"
""...Secret documents reveal that Iran could obtain a nuclear weapon far sooner than we were told. And Tammy Duckworth voted ‘yes’ (on the Iran nuclear deal)."" 
",0
"
Says a CNN anchor said that Hillary Clinton has gotten ""a free ride so far from the media. We're the biggest ones supporting her campaign.""
",0
"
On the Iran nuclear deal
",0
"
""Who would sign up to speak for a (Haitian) dictator? Rob Portman.""
",0
"
""22 veterans take their own lives each day.""
",0
"
""Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.""
",1
"
""In Congress right now, we're doing the best job we have ever done in women in the federal legislature,"" but it’s still only ""19 percent.""
",1
"
Under Hillary Clinton’s plan ""illegal immigrants convicted of committing crimes get to stay.""
",0
"
On the Trans-Pacific Partnership.
",0
"
""Even Richard Nixon released his tax returns to the public when he was running for president ...""
",0
"
""Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria.""
",0
"
""At $587 apiece, USA would need to bring home about 33.1 BILLION gold medals to pay off our national debt.""
",0
"
""We admit about 100,000 permanent immigrants from the Middle East every year.""
",0
"
""Medical-grade marijuana alone will not get that patient ‘high,’ no matter what level of THC, CBD or any other compound is found in the plant.""
",0
"
Milwaukee police use deadly force at a rate that is ""among the lowest"" in the country.
 
",0
"
Says Arizona congressional candidate Ray Strauss is ""a ‘Champion of Big Government’ for his votes to raise taxes while on the local city council.""
",0
